frame,x,y
1395,542,248
1396,543,246
1397,543,246
1398,536,246
1399,536,246
1400,536,246
1401,534,246
1402,534,246
1403,533,246
1404,533,246
1406,532,247
1407,532,247
1408,532,247
1409,531,247
1410,497,297
1411,496,297
1412,496,297
1413,290,390
1414,290,390
1415,291,389
1417,418,310
1418,417,310
1419,417,310
1420,518,231
1422,522,231
1423,522,231
1424,522,231
1425,523,236
1426,523,236
1427,519,236
1429,516,234
1430,516,234
1431,516,234
1432,517,234
1433,515,235
1435,515,235
1436,515,234
1437,516,236
1438,517,236
1439,517,236
1440,520,237
1441,520,237
1442,521,237
1443,521,234
1444,521,234
1445,522,233
1446,522,230
1448,521,230
1449,521,230
1450,520,230
1452,521,234
1453,521,234
1454,520,234
1455,521,234
1456,521,234
1457,521,234
1458,520,232
1460,520,232
1461,520,232
1462,520,232
1463,520,232
1464,522,232
1465,522,232
1466,521,232
1467,523,231
1469,524,235
1470,524,235
1471,527,237
1472,527,237
1473,527,237
1474,527,237
1475,527,237
1476,521,235
1478,521,234
1479,521,232
1480,522,232
1481,525,229
1482,526,228
1484,526,228
1485,527,228
1486,526,228
1487,526,228
1488,526,230
1489,526,229
1490,526,229
1491,527,229
1492,527,229
1493,527,229
1495,527,229
1496,526,229
1497,526,229
1498,526,227
1499,526,227
1500,524,227
1501,524,227
1502,525,227
1503,524,227
1504,524,227
1505,523,227
1507,524,227
1508,524,228
1509,524,228
1510,525,228
1511,525,228
1512,525,230
1514,525,230
1515,525,231
1516,525,231
1518,525,231
1519,524,230
1520,524,230
1521,524,230
1522,525,230
1523,525,230
1524,524,232
1525,524,232
1526,528,232
1527,528,233
1528,528,233
1529,524,233
1531,526,234
1532,526,234
1533,526,234
1534,524,231
1535,524,231
1536,523,229
1537,523,229
1538,523,229
1539,523,229
1540,523,229
1541,523,230
1543,523,229
1544,523,229
1545,523,229
1546,525,227
1547,525,227
1548,523,228
1550,523,228
1551,523,228
1552,523,228
1553,523,231
1554,524,232
1555,524,232
1556,524,232
1557,524,232
1559,525,232
1560,524,231
1562,524,230
1563,524,230
1564,524,231
1565,524,230
1566,524,230
1567,524,229
1568,524,229
1569,524,229
1570,526,230
1571,526,230
1572,526,229
1574,524,228
1575,524,228
1576,524,228
1577,522,228
1578,522,228
1579,524,227
1580,524,227
1581,524,227
1582,524,228
1583,524,227
1584,524,227
1585,524,228
1586,524,228
1588,524,228
1589,524,227
1590,524,227
1591,524,229
1593,524,229
1594,524,229
1595,524,229
1596,524,229
1598,524,229
1599,524,229
1600,524,229
1601,525,231
1602,526,231
1603,519,237
1604,519,237
1605,519,237
1606,426,254
1607,427,254
1608,331,276
1609,331,276
1610,278,310
1611,279,310
1612,278,331
1613,225,345
1614,225,345
1615,179,374
1617,179,374
1618,173,382
1619,173,382
1620,173,385
1622,175,389
1623,175,389
1624,175,389
1625,174,386
1626,174,385
1627,173,387
1628,170,387
1630,170,387
1631,170,387
1632,170,390
1633,170,390
1635,170,390
1636,170,390
1637,170,388
1638,170,388
1639,170,387
1640,170,386
1642,170,386
1643,170,386
1644,169,386
1645,169,386
1646,169,387
1647,169,387
1648,169,387
1649,170,392
1650,170,392
1651,171,392
1652,170,392
1653,170,390
1654,170,390
1655,171,390
1656,171,390
1657,171,391
1658,170,391
1660,170,391
1661,170,391
1662,170,391
1664,170,391
1665,169,391
1666,169,391
1668,173,390
1669,172,390
1670,174,388
1672,174,388
1673,174,386
1674,174,386
1675,171,388
1677,171,386
1678,171,386
1679,171,386
1680,172,387
1681,172,387
1682,172,387
1683,172,387
1684,172,387
1685,172,388
1686,172,388
1687,172,389
1688,173,388
1690,173,388
1692,174,387
1693,174,387
1694,173,387
1695,173,387
1696,173,386
1697,174,386
1698,174,386
1699,176,384
1700,177,384
1702,177,384
1703,177,384
1704,178,385
1705,178,385
1707,179,385
1708,179,380
1709,179,380
1710,179,380
1711,178,379
1712,178,379
1713,175,378
1714,175,377
1716,175,376
1717,175,376
1718,176,377
1720,176,377
1721,176,377
1722,176,377
1723,176,377
1724,176,377
1725,176,377
1726,176,377
1727,176,377
1728,179,376
1729,179,376
1730,179,375
1731,179,375
1733,179,375
1734,179,375
1735,177,376
1736,177,375
1737,178,375
1738,178,375
1739,178,375
1740,179,376
1741,179,376
1742,178,376
1743,178,375
1745,178,375
1746,178,375
1747,178,374
1748,179,375
1749,179,375
1751,179,375
1752,178,375
1753,177,375
1754,177,375
1755,177,375
1756,177,375
1757,177,375
1758,177,375
1759,176,377
1760,176,377
1761,176,377
1762,176,377
1763,176,377
1764,179,377
1765,179,376
1766,179,376
1768,182,376
1769,182,376
1770,182,376
1771,182,378
1773,182,381
1774,182,381
1775,182,381
1776,178,381
1777,179,381
1778,179,381
1780,178,379
1781,178,379
1782,178,379
1783,180,378
1784,180,378
1785,178,378
1787,178,378
1788,178,380
1789,178,380
1790,178,377
1791,177,377
1793,177,377
1794,177,377
1795,177,377
1796,177,377
1797,178,377
1798,178,377
1799,177,377
1800,177,377
1801,177,377
1802,177,375
1804,176,373
1805,176,372
1806,176,372
1807,176,374
1808,176,373
1809,176,373
1810,177,374
1812,177,374
1813,177,374
1814,178,374
1816,177,374
1817,177,374
1818,177,374
1819,175,374
1820,175,374
1821,175,374
1822,175,377
1824,175,377
1825,175,377
1826,181,376
1827,181,377
1828,209,369
1830,209,369
1831,304,336
1832,304,336
1833,374,314
1835,383,309
1836,383,309
1837,383,309
1838,386,308
1839,385,309
1840,385,306
1841,385,306
1842,385,306
1843,356,299
1844,356,299
1845,356,299
1847,357,299
1848,357,299
1849,357,299
1850,357,304
1851,357,304
1852,283,381
1853,283,381
1854,283,381
1855,265,382
1857,282,360
1858,314,350
1859,314,350
1861,314,350
1862,346,299
1863,352,297
1864,352,297
1866,352,297
1867,346,299
1868,346,299
1869,346,303
1870,345,303
1871,345,303
1872,345,303
1873,345,299
1874,344,299
1875,343,299
1876,343,299
1877,343,299
1878,341,299
1879,341,299
1880,341,300
1882,341,300
1883,341,300
1884,341,300
1885,343,300
1886,343,300
1887,343,300
1888,343,300
1889,342,300
1891,341,300
1892,342,301
1893,339,302
1895,339,302
1896,339,301
1897,320,291
1898,321,291
1899,232,241
1900,170,210
1902,170,210
1903,170,210
1904,150,208
1905,150,208
1906,149,209
1907,149,209
1908,150,209
1909,150,210
1910,150,210
1911,153,210
1912,154,207
1914,154,207
1915,154,207
1916,157,207
1917,157,207
1918,163,219
1919,163,219
1920,163,220
1921,297,233
1922,297,233
1923,401,233
1924,488,231
1926,486,232
1927,486,232
1928,550,253
1929,550,253
1930,552,252
1931,552,252
1932,551,252
1933,548,244
1934,548,244
1935,546,241
1937,546,240
1938,546,240
1939,546,240
1940,544,238
1941,543,238
1942,544,238
1944,544,238
1945,543,240
1946,543,240
1947,543,243
1948,543,243
1949,537,240
1950,537,240
1951,537,240
1952,537,243
1953,537,243
1954,537,246
1955,537,246
1956,537,246
1957,484,251
1958,484,251
1959,360,281
1960,360,281
1961,286,309
1962,286,309
1963,286,309
1964,222,329
1965,222,328
1966,170,352
1967,170,351
1968,170,351
1969,159,366
1970,159,366
1971,155,367
1973,157,372
1974,157,372
1975,157,372
1976,157,368
1977,157,373
1978,157,372
1979,157,372
1981,156,368
1982,156,368
1983,156,371
1985,159,371
1986,159,370
1987,159,370
1988,159,370
1989,159,370
1990,159,368
1991,160,368
1992,161,368
1994,161,368
1995,160,369
1997,161,375
1998,161,375
1999,162,375
2000,162,375
2001,162,375
2002,162,375
2004,161,374
2005,162,374
2006,162,374
2007,162,372
2008,163,372
2009,165,373
2010,165,374
2011,165,373
2012,164,372
2014,254,343
2015,327,317
2017,327,317
2018,327,317
2019,351,317
2020,351,317
2021,355,318
2023,355,318
2024,356,318
2025,356,318
2026,356,317
2028,356,316
2029,355,316
2030,355,316
2031,354,315
2032,354,315
2033,353,315
2034,353,315
2035,353,315
2036,353,314
2037,353,314
2038,353,314
2039,353,314
2041,353,314
2042,354,316
2043,354,316
2045,354,318
2047,355,318
2048,355,318
2049,355,318
2050,345,306
2052,337,297
2053,337,297
2054,337,297
2055,335,297
2056,335,297
2057,334,297
2059,334,297
2060,332,296
2061,332,296
2062,331,293
2063,329,292
2064,329,292
2065,329,292
2066,326,292
2068,326,292
2069,326,292
2070,324,290
2072,324,290
2073,324,290
2074,328,289
2076,328,289
2077,328,289
2078,328,289
2079,328,294
2080,328,294
2081,328,294
2082,328,294
2084,328,294
2085,328,294
2086,328,303
2088,315,322
2089,315,322
2090,315,322
2091,282,355
2092,282,355
2093,316,330
2094,329,329
2096,329,329
2097,329,329
2098,330,316
2099,340,316
2100,340,316
2101,340,316
2103,340,319
2104,341,319
2105,340,319
2106,339,317
2107,339,317
2108,340,317
2109,340,317
2110,340,317
2111,340,316
2112,340,316
2113,340,316
2114,340,316
2115,340,316
2116,312,306
2118,311,306
2119,311,306
2120,312,306
2121,309,307
2122,309,307
2123,309,307
2124,309,307
2125,309,307
2126,311,307
2127,311,307
2128,311,307
2129,311,307
2130,311,308
2131,311,308
2132,311,308
2133,310,308
2134,311,308
2135,311,308
2137,312,307
2138,312,308
2139,312,308
2140,312,309
2141,314,308
2143,314,308
2144,315,308
2145,311,309
2146,312,309
2147,315,309
2148,316,309
2149,317,309
2150,318,310
2151,319,311
2152,320,311
2153,321,311
2154,319,309
2155,320,310
2156,322,310
2157,323,309
2158,326,309
2159,329,308
2160,331,309
2162,335,309
2163,338,309
2164,320,344
2166,321,354
2167,327,354
2168,332,353
2169,336,353
2171,346,353
2172,346,352
2174,353,352
2175,360,353
2176,345,350
2177,350,350
2178,285,346
2180,289,346
2181,259,346
2182,261,346
2183,252,346
2185,256,346
2186,258,346
2187,261,347
2188,267,348
2189,272,349
2190,280,349
2191,287,349
2192,295,350
2193,296,348
2194,307,350
2195,262,328
2196,249,318
2197,258,319
2198,267,320
2199,251,318
2200,258,319
2201,263,320
2202,268,321
2204,274,321
2205,289,319
2206,293,320
2207,296,320
2208,307,324
2210,310,324
2211,313,324
2212,317,328
2213,319,328
2214,323,332
2215,325,331
2216,327,331
2217,329,330
2218,331,330
2219,339,330
2220,341,328
2221,342,327
2222,342,327
2223,346,326
2224,347,326
2225,347,327
2226,348,327
2227,349,326
2228,352,327
2229,354,326
2230,354,323
2231,356,322
2232,355,322
2233,357,321
2234,360,320
2235,312,368
2236,315,366
2237,311,409
2238,313,407
2239,311,408
2240,313,406
2241,315,405
2242,312,403
2244,319,403
2245,320,401
2246,322,400
2247,322,399
2248,324,397
2250,328,395
2252,327,393
2253,325,391
2254,327,389
2255,316,385
2257,318,382
2259,318,382
2260,315,385
2261,314,385
2262,316,383
2263,317,382
2265,315,376
2266,317,374
2267,314,376
2268,315,374
2269,317,373
2270,314,414
2271,316,413
2272,313,462
2274,317,464
2275,318,462
2276,318,461
2277,318,456
2278,318,455
2279,317,453
2280,318,452
2281,318,451
2282,319,451
2283,320,450
2284,324,445
2286,324,441
2287,324,440
2288,324,439
2289,323,439
2290,324,437
2291,324,434
2293,324,431
2294,325,427
2295,326,423
2296,326,426
2297,326,423
2298,326,437
2299,326,434
2300,326,432
2301,328,437
2302,328,435
2303,330,433
2304,330,430
2305,329,428
2306,329,427
2307,326,425
2308,326,424
2310,326,420
2311,326,419
2312,325,419
2313,325,418
2314,321,418
2315,321,418
2316,321,417
2317,321,415
2318,321,415
2319,323,416
2321,323,415
2322,323,415
2323,323,414
2324,323,410
2325,323,410
2326,324,396
2327,327,388
2329,327,388
2330,327,387
2331,327,388
2332,327,389
2333,327,388
2334,327,387
2335,325,384
2336,324,383
2337,326,382
2338,325,381
2339,323,383
2340,323,383
2341,323,383
2342,327,378
2343,327,379
2344,325,379
2345,325,379
2346,324,380
2347,327,380
2348,327,381
2349,322,380
2350,320,380
2352,320,380
2353,320,380
2354,319,379
2355,319,379
2356,319,379
2357,319,379
2358,319,379
2359,322,383
2360,322,383
2361,323,382
2362,323,382
2363,322,382
2364,322,382
2365,322,382
2366,321,382
2367,321,382
2368,321,383
2369,313,371
2370,313,371
2371,313,371
2372,313,371
2374,313,371
2375,313,371
2376,311,369
2377,311,369
2378,311,369
2379,311,369
2380,311,369
2381,311,372
2382,311,372
2383,312,372
2384,312,372
2385,312,371
2386,312,371
2387,312,371
2388,311,370
2389,311,370
2390,310,370
2391,310,371
2392,310,371
2393,311,369
2394,311,369
2395,312,371
2396,312,371
2397,312,369
2398,312,369
2399,312,369
2400,310,368
2401,310,368
2402,310,368
2404,310,368
2405,310,370
2406,310,370
2407,310,370
2408,309,370
2409,308,371
2410,307,371
2411,307,371
2412,310,371
2413,310,371
2414,310,370
2415,310,371
2416,310,371
2417,310,371
2418,311,371
2419,311,371
2420,309,371
2421,309,371
2422,309,371
2423,308,368
2424,308,368
2425,308,365
2426,308,365
2428,308,365
2429,308,365
2430,308,365
2431,308,365
2432,308,367
2433,308,367
2434,306,367
2435,306,367
2436,307,367
2437,307,367
2438,307,367
2439,307,367
2440,307,367
2441,307,367
2442,307,367
2443,303,367
2444,303,367
2445,303,367
2446,302,366
2447,302,367
2448,302,367
2449,302,367
2450,302,369
2451,302,370
2453,302,340
2455,303,328
2457,302,332
2458,301,330
2459,300,332
2460,299,331
2461,294,337
2463,293,339
2464,291,342
2465,290,320
2466,288,324
2467,313,302
2468,312,305
2469,311,310
2470,378,270
2471,377,275
2472,406,242
2473,410,239
2475,408,244
2476,408,248
2477,406,241
2478,405,245
2479,405,248
2480,404,251
2481,402,254
2482,401,257
2483,398,260
2484,394,266
2486,392,265
2487,390,267
2488,388,269
2489,390,271
2490,388,274
2491,387,270
2492,385,276
2494,388,277
2495,387,279
2496,379,285
2497,378,287
2498,375,287
2499,375,289
2500,374,290
2501,375,290
2502,374,290
2503,371,286
2505,368,284
2506,367,284
2507,367,284
2508,364,283
2509,363,283
2510,367,283
2511,366,283
2512,366,283
2513,362,285
2514,361,284
2515,359,286
2516,360,287
2518,359,287
2519,359,287
2520,358,284
2521,357,284
2522,355,284
2523,355,283
2524,355,283
2525,355,284
2526,355,284
2527,354,281
2528,354,280
2530,354,280
2531,355,280
2532,354,280
2533,354,280
2534,354,280
2535,354,280
2536,354,280
2537,354,278
2538,353,278
2539,354,278
2541,353,278
2542,353,278
2543,353,277
2544,356,280
2545,355,279
2546,355,280
2547,355,279
2549,356,280
2550,356,280
2551,316,296
2553,268,327
2554,268,327
2555,268,327
2556,267,327
2557,266,327
2558,264,327
2559,264,327
2560,260,306
2561,259,305
2562,259,306
2563,249,310
2564,250,310
2565,251,310
2566,172,355
2567,175,355
2568,116,394
2569,119,394
2570,69,417
2571,72,417
2572,73,417
2573,40,431
2575,26,445
2576,26,444
2577,25,444
2578,21,444
2579,21,443
2580,26,447
2582,27,447
2583,26,447
2584,26,447
2585,25,450
2586,27,444
2587,27,445
2589,27,445
2590,82,406
2591,82,406
2592,177,318
2593,177,318
2594,223,262
2595,223,262
2596,223,262
2597,232,216
2598,232,216
2599,251,213
2600,251,213
2601,252,213
2602,252,212
2603,252,212
2604,249,212
2605,249,211
2606,248,215
2607,248,215
2608,249,214
2609,249,216
2610,249,216
2611,249,217
2612,249,217
2613,249,217
2614,279,185
2615,279,185
2616,318,151
2617,318,151
2618,321,151
2619,321,151
2620,320,151
2621,321,151
2622,322,157
2623,322,157
2625,322,157
2626,320,157
2627,320,157
2628,319,147
2630,331,147
2631,331,147
2632,330,147
2633,337,159
2634,337,159
2635,337,169
2637,337,169
2638,329,169
2639,329,169
2640,329,169
2641,327,173
2643,327,173
2644,327,173
2645,302,327
2646,302,327
2647,305,355
2649,305,355
2650,305,356
2651,305,356
2652,305,355
2653,305,355
2654,305,355
2655,305,355
2656,305,354
2657,382,343
2658,382,343
2659,379,292
2660,378,292
2662,331,292
2663,331,291
2664,279,334
2665,203,352
2666,203,352
2667,204,351
2669,121,374
2670,121,374
2671,70,408
2672,17,434
2673,17,434
2674,17,434
2676,12,436
2677,11,436
2678,4,450
2679,3,450
2680,3,450
2681,2,449
2682,2,449
2683,5,439
2684,4,439
2685,6,439
2687,6,439
2688,2,440
2689,2,440
2690,2,440
2691,2,440
2692,3,440
2693,2,440
2694,2,440
2695,1,439
2697,1,438
2698,1,438
2699,1,438
2700,9,438
2701,9,438
2702,9,438
2704,10,438
2705,13,440
2706,13,440
2707,13,439
2709,14,441
2710,14,441
2711,14,441
2712,12,443
2713,78,434
2714,77,434
2715,77,434
2716,171,418
2718,170,417
2719,173,412
2720,175,413
2722,175,413
2723,176,413
2724,178,413
2725,177,413
2726,176,413
2727,176,413
2728,176,413
2729,177,410
2730,177,411
2731,177,402
2732,177,402
2733,182,390
2734,182,390
2735,183,390
2736,185,386
2737,185,386
2738,185,387
2739,184,387
2740,184,387
2741,182,387
2742,182,387
2743,182,388
2745,182,389
2746,183,390
2747,183,390
2748,184,388
2749,184,388
2750,184,387
2751,183,387
2752,182,387
2753,182,387
2755,180,385
2756,179,385
2757,179,385
2758,179,385
2759,179,385
2760,179,384
2761,179,384
2762,179,384
2764,179,385
2765,179,385
2766,179,385
2767,179,386
2768,179,386
2769,178,389
2770,178,390
2771,178,390
2772,178,390
2773,179,390
2774,179,390
2775,179,390
2776,179,390
2777,179,390
2778,179,390
2779,177,390
2780,177,390
2781,177,391
2782,177,391
2783,176,390
2784,177,390
2785,177,390
2786,198,376
2787,285,345
2788,285,345
2789,284,344
2791,302,311
2792,338,294
2793,338,294
2795,338,294
2796,341,294
2797,341,294
2798,341,294
2800,339,295
2801,339,295
2802,339,295
2803,339,295
2804,339,295
2805,340,298
2806,340,298
2807,340,298
2808,342,298
2809,342,298
2810,344,284
2812,345,283
2813,345,283
2814,345,283
2815,343,279
2816,343,279
2817,342,283
2818,342,283
2819,342,283
2820,341,279
2821,341,280
2822,326,244
2824,309,200
2825,309,200
2826,309,200
2827,302,161
2828,301,162
2829,301,161
2830,301,161
2831,302,161
2832,302,162
2833,302,162
2834,301,165
2835,302,172
2836,302,172
2837,302,171
2839,301,172
2840,301,172
2841,300,172
2842,300,172
2843,300,172
2844,299,157
2845,299,157
2846,297,157
2847,297,157
2848,266,178
2849,266,178
2850,266,178
2851,212,229
2852,212,229
2853,175,303
2855,142,355
2856,142,355
2857,142,355
2858,142,372
2860,147,379
2861,147,379
2862,147,379
2863,149,381
2864,149,381
2865,149,381
2866,147,379
2868,148,379
2869,148,378
2870,148,378
2871,148,378
2872,150,375
2873,151,375
2874,151,375
2875,150,375
2876,151,375
2877,151,379
2878,155,379
2879,154,379
2880,154,379
2881,206,351
2882,205,351
2883,322,349
2884,321,349
2885,321,349
2886,340,389
2887,339,388
2888,340,391
2890,340,389
2891,340,389
2892,340,389
2893,340,350
2894,340,350
2895,375,323
2896,376,323
2897,376,323
2898,376,279
2899,376,279
2900,376,272
2901,373,271
2903,373,271
2904,373,271
2905,372,271
2906,372,271
2907,372,271
2909,372,271
2910,370,272
2911,370,272
2912,370,271
2914,370,271
2915,370,271
2916,370,271
2917,369,271
2918,369,271
2919,366,269
2921,367,269
2922,365,269
2923,365,269
2924,365,268
2925,365,268
2926,368,270
2927,368,270
2928,368,270
2929,368,270
2930,369,270
2931,368,270
2933,367,273
2934,367,273
2935,367,273
2936,367,273
2937,367,273
2938,363,273
2939,363,272
2940,363,272
2941,362,272
2942,362,272
2943,361,274
2944,365,293
2945,365,293
2947,365,293
2948,364,274
2949,364,274
2950,365,276
2951,365,276
2952,365,276
2953,364,275
2954,364,275
2955,363,275
2956,363,274
2957,343,290
2958,343,290
2959,343,290
2960,293,370
2961,294,370
2962,257,447
2963,257,447
2964,257,447
2965,215,500
2966,215,499
2967,209,508
2969,210,508
2970,210,508
2971,210,508
2972,210,508
2973,210,508
2974,211,508
2975,211,508
2976,211,508
2977,211,508
2978,211,508
2979,213,509
2981,212,510
2982,213,510
2983,213,510
2984,212,511
